Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2662.0,2429.0,107.0,126.0
Antioquia,63266.0,37954.0,1201.0,24111.0
Arauca,612.0,311.0,11.0,290.0
Atlantico,61074.0,51004.0,2774.0,7296.0
Bogota,166685.0,97193.0,4424.0,65068.0
Bolivar,21865.0,18225.0,644.0,2996.0
Boyaca,2249.0,1047.0,54.0,1148.0
Caldas,1686.0,869.0,24.0,793.0
Caqueta,3922.0,1721.0,113.0,2088.0
Casanare,670.0,302.0,13.0,355.0
Cauca,3334.0,1929.0,120.0,1285.0
Cesar,5891.0,3111.0,130.0,2650.0
Choco,3494.0,2868.0,123.0,503.0
Cordoba,14557.0,7126.0,963.0,6468.0
Cundinamarca,15578.0,9347.0,439.0,5792.0
Guainia,16.0,13.0,2.0,1.0
Guaviare,197.0,126.0,0.0,71.0
Huila,2688.0,1063.0,69.0,1556.0
La Guajira,3596.0,2228.0,175.0,1193.0
Magdalena,10305.0,6578.0,522.0,3205.0
Meta,5343.0,3191.0,100.0,2052.0
Narino,11578.0,7668.0,414.0,3496.0
Norte de Santander,7051.0,3358.0,402.0,3291.0
Putumayo,2062.0,923.0,92.0,1047.0
Quindio,677.0,346.0,18.0,313.0
Risaralda,3644.0,1644.0,65.0,1935.0
San Andres y Providencia,109.0,41.0,0.0,68.0
Santander,10247.0,4190.0,426.0,5631.0
Sucre,8797.0,6005.0,422.0,2370.0
Tolima,4714.0,2494.0,104.0,2116.0
Valle del Cauca,37938.0,26155.0,1420.0,10363.0
Vaupes,141.0,61.0,1.0,79.0
Vichada,12.0,5.0,0.0,7.0
