id_estado,estado,confirmado,defunciones
9,Ciudad de Mexico,86619.0,7885.0
28,Tamaulipas,20842.0,1547.0
25,Sinaloa,14521.0,2552.0
27,Tabasco,25961.0,2331.0
23,Quintana Roo,9327.0,1225.0
15,Mexico,61620.0,9248.0
2,Baja California,15379.0,2936.0
21,Puebla,24487.0,3041.0
4,Campeche,5195.0,684.0
14,Jalisco,16593.0,2029.0
5,Coahuila,17884.0,1101.0
30,Veracruz,25928.0,3350.0
31,Yucatan,12681.0,1136.0
13,Hidalgo,8825.0,1327.0
8,Chihuahua,6596.0,1030.0
26,Sonora,20003.0,2383.0
12,Guerrero,13440.0,1558.0
7,Chiapas,6084.0,1039.0
17,Morelos,4682.0,909.0
16,Michoacan,12507.0,991.0
3,Baja California Sur,6422.0,267.0
22,Queretaro,4915.0,565.0
20,Oaxaca,12399.0,1152.0
19,Nuevo Leon,24120.0,1766.0
1,Aguascalientes,4861.0,316.0
29,Tlaxcala,5653.0,871.0
6,Colima,2777.0,297.0
11,Guanajuato,26948.0,1386.0
18,Nayarit,4392.0,490.0
10,Durango,5386.0,374.0
24,San Luis Potosi,14496.0,857.0
32,Zacatecas,4190.0,380.0
