Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2565.0,2365.0,104.0,96.0
Antioquia,46834.0,18389.0,788.0,27657.0
Arauca,331.0,163.0,7.0,161.0
Atlantico,56801.0,43527.0,2649.0,10625.0
Bogota,126488.0,59566.0,3481.0,63441.0
Bolivar,19901.0,15346.0,616.0,3939.0
Boyaca,1445.0,607.0,33.0,805.0
Caldas,1190.0,411.0,17.0,762.0
Caqueta,2042.0,492.0,50.0,1500.0
Casanare,427.0,172.0,6.0,249.0
Cauca,2491.0,1174.0,86.0,1231.0
Cesar,4204.0,1942.0,83.0,2179.0
Choco,3152.0,2446.0,114.0,592.0
Cordoba,8245.0,3237.0,796.0,4212.0
Cundinamarca,11272.0,5897.0,304.0,5071.0
Guainia,15.0,13.0,1.0,1.0
Guaviare,126.0,60.0,0.0,66.0
Huila,1363.0,562.0,32.0,769.0
La Guajira,2584.0,1543.0,140.0,901.0
Magdalena,7973.0,4487.0,421.0,3065.0
Meta,3602.0,2091.0,50.0,1461.0
Narino,9137.0,5562.0,312.0,3263.0
Norte de Santander,3863.0,1266.0,201.0,2396.0
Putumayo,1356.0,392.0,59.0,905.0
Quindio,480.0,221.0,11.0,248.0
Risaralda,2392.0,957.0,44.0,1391.0
San Andres y Providencia,48.0,32.0,0.0,16.0
Santander,5942.0,1916.0,200.0,3826.0
Sucre,7119.0,4209.0,393.0,2517.0
Tolima,3371.0,1837.0,74.0,1460.0
Valle del Cauca,30371.0,17553.0,1177.0,11641.0
Vaupes,61.0,59.0,1.0,1.0
Vichada,5.0,1.0,0.0,4.0
