id_estado,estado,confirmado,defunciones
27,Tabasco,22164.0,2002.0
9,Ciudad de Mexico,74890.0,7263.0
15,Mexico,53735.0,8240.0
25,Sinaloa,12810.0,2239.0
21,Puebla,20425.0,2468.0
2,Baja California,13717.0,2681.0
29,Tlaxcala,4641.0,716.0
31,Yucatan,10284.0,887.0
14,Jalisco,13506.0,1575.0
16,Michoacan,10080.0,783.0
30,Veracruz,21663.0,2864.0
23,Quintana Roo,7971.0,1019.0
32,Zacatecas,2854.0,252.0
8,Chihuahua,5344.0,904.0
5,Coahuila,13379.0,663.0
28,Tamaulipas,17245.0,1012.0
1,Aguascalientes,4120.0,257.0
17,Morelos,4131.0,838.0
13,Hidalgo,6994.0,1043.0
12,Guerrero,11177.0,1422.0
7,Chiapas,5801.0,974.0
26,Sonora,17951.0,1963.0
11,Guanajuato,21722.0,1014.0
3,Baja California Sur,4562.0,182.0
19,Nuevo Leon,18862.0,1136.0
22,Queretaro,3759.0,455.0
18,Nayarit,3557.0,396.0
4,Campeche,4641.0,511.0
6,Colima,1929.0,200.0
20,Oaxaca,10736.0,969.0
10,Durango,4251.0,288.0
24,San Luis Potosi,10145.0,530.0
