id_estado,estado,confirmado,defunciones
27,Tabasco,13999.0,1310.0
9,Ciudad de Mexico,56602.0,6226.0
15,Mexico,41529.0,6496.0
14,Jalisco,8797.0,968.0
22,Queretaro,2407.0,335.0
2,Baja California,10649.0,2162.0
30,Veracruz,13293.0,1962.0
25,Sinaloa,9775.0,1572.0
23,Quintana Roo,4824.0,689.0
8,Chihuahua,3731.0,715.0
17,Morelos,3316.0,731.0
21,Puebla,13752.0,1710.0
12,Guerrero,7179.0,1081.0
28,Tamaulipas,8582.0,542.0
7,Chiapas,5123.0,741.0
1,Aguascalientes,2829.0,178.0
26,Sonora,11220.0,1104.0
31,Yucatan,5890.0,563.0
13,Hidalgo,4676.0,735.0
19,Nuevo Leon,9140.0,509.0
10,Durango,2625.0,180.0
11,Guanajuato,11239.0,540.0
29,Tlaxcala,3235.0,461.0
16,Michoacan,7008.0,562.0
5,Coahuila,6841.0,339.0
18,Nayarit,2244.0,241.0
20,Oaxaca,7438.0,714.0
32,Zacatecas,1300.0,137.0
6,Colima,821.0,85.0
3,Baja California Sur,2176.0,97.0
4,Campeche,2764.0,263.0
24,San Luis Potosi,4170.0,243.0
