Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2704.0,2562.0,111.0,31.0
Antioquia,81909.0,63372.0,1746.0,16791.0
Arauca,970.0,704.0,18.0,248.0
Atlantico,64255.0,58268.0,2907.0,3080.0
Bogota,213631.0,155509.0,5548.0,52574.0
Bolivar,25454.0,22401.0,711.0,2342.0
Boyaca,3912.0,2419.0,79.0,1414.0
Caldas,3022.0,1771.0,59.0,1192.0
Caqueta,6165.0,4229.0,204.0,1732.0
Casanare,1088.0,729.0,24.0,335.0
Cauca,5406.0,3455.0,162.0,1789.0
Cesar,11211.0,6428.0,313.0,4470.0
Choco,3742.0,3317.0,138.0,287.0
Cordoba,19953.0,15076.0,1345.0,3532.0
Cundinamarca,23812.0,17023.0,663.0,6126.0
Guainia,156.0,18.0,3.0,135.0
Guaviare,279.0,220.0,1.0,58.0
Huila,5360.0,3071.0,143.0,2146.0
La Guajira,5266.0,3800.0,235.0,1231.0
Magdalena,12529.0,9870.0,690.0,1969.0
Meta,9327.0,6202.0,213.0,2912.0
Narino,14337.0,11226.0,527.0,2584.0
Norte de Santander,12047.0,7848.0,664.0,3535.0
Putumayo,3005.0,2071.0,137.0,797.0
Quindio,1344.0,742.0,41.0,561.0
Risaralda,6500.0,3975.0,115.0,2410.0
San Andres y Providencia,262.0,109.0,3.0,150.0
Santander,19088.0,11311.0,785.0,6992.0
Sucre,11778.0,9527.0,495.0,1756.0
Tolima,7445.0,4938.0,188.0,2319.0
Valle del Cauca,47658.0,37194.0,1781.0,8683.0
Vaupes,340.0,152.0,1.0,187.0
Vichada,114.0,20.0,2.0,92.0
