Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2507.0,2313.0,102.0,92.0
Antioquia,27226.0,7983.0,394.0,18849.0
Arauca,183.0,133.0,1.0,49.0
Atlantico,50212.0,34602.0,2436.0,13174.0
Bogota,91408.0,40090.0,2392.0,48926.0
Bolivar,17363.0,12333.0,555.0,4475.0
Boyaca,844.0,436.0,26.0,382.0
Caldas,734.0,276.0,9.0,449.0
Caqueta,742.0,116.0,15.0,611.0
Casanare,268.0,112.0,4.0,152.0
Cauca,1696.0,684.0,54.0,958.0
Cesar,2798.0,1440.0,53.0,1305.0
Choco,2916.0,1969.0,95.0,852.0
Cordoba,4841.0,1428.0,548.0,2865.0
Cundinamarca,7458.0,3896.0,195.0,3367.0
Guainia,15.0,13.0,1.0,1.0
Guaviare,85.0,48.0,0.0,37.0
Huila,746.0,395.0,18.0,333.0
La Guajira,1967.0,943.0,106.0,918.0
Magdalena,5645.0,2966.0,327.0,2352.0
Meta,2380.0,1609.0,30.0,741.0
Narino,7256.0,3984.0,220.0,3052.0
Norte de Santander,1846.0,467.0,80.0,1299.0
Putumayo,762.0,56.0,27.0,679.0
Quindio,266.0,197.0,7.0,62.0
Risaralda,1437.0,667.0,26.0,744.0
San Andres y Providencia,36.0,28.0,0.0,8.0
Santander,3050.0,1108.0,69.0,1873.0
Sucre,5663.0,2476.0,351.0,2836.0
Tolima,2241.0,1304.0,44.0,893.0
Valle del Cauca,22731.0,12568.0,888.0,9275.0
Vaupes,61.0,49.0,1.0,11.0
Vichada,2.0,1.0,0.0,1.0
